0, 15353986.897727273
1, 3821735426.0113635
2, 10557780.289772727
3, 9150429.125
4, 262475899.20454547
5, 20287772.15340909
6, 42940029.25
7, 3588238958.7897725
8, 204376586.25
9, 3950850.397727273
10, 9071511.607954545
11, 3684247.0170454546
12, 3889929.9318181816
13, 4173674.7443181816
14, 13647454.159090908
15, 14148334.727272727
16, 3865279.659090909
17, 6420984.806818182
18, 28409363.18465909
19, 488084015.57954544
20, 59803139.61363637
21, 6499091.380681818
22, 6249865.659090909
23, 4031521.9204545454
24, 230659788.7443182
25, 2863729.875
26, 6481942.7897727275
27, 16813710.130681816
28, 432772372.03977275
29, 49703935.19602273
30, 3655684.2244318184
31, 1768724.0909090908
32, 6758176.806818182
33, 2794192.2045454546
34, 11700107.897727273
35, 4695251.9147727275
36, 12971021.269886363
37, 302729933.5056818
38, 104964579.70454545
39, 7823754.4375
40, 2805995.653409091
41, 8630608.926136363
42, 391727528.22159094
43, 80953705.75568181
44, 19289878.102272727
45, 11757349.931818182
46, 12770425.005681818
47, 60194800.94886363
48, 54577057.32386363
49, 1693413.7982954546
50, 21144035.3125
51, 23873961.698863637
52, 7963749.306818182
53, 26581112.392045453
54, 6268772.4602272725
55, 12201656.465909092
56, 9645853.735795455
57, 4255229.360795454
58, 12130111.650568182
59, 17076741.204545453
60, 2712036.1761363638
61, 5225247.974431818
62, 91892848.82954545
63, 170734110198.52274
64, 1650508.7386363635
65, 29835401.15340909
66, 104761011.04545455
67, 17563671.62215909
68, 8382822.045454546
69, 4460812.482954546
70, 45301071.63636363
71, 22368728097.107956
72, 22035447.795454547
73, 4172484.6193181816
74, 27579643.664772727
75, 900541540.2329545
76, 10781204.65625
77, 7493229.045454546
78, 7928940.877840909
79, 4075339.3380681816
80, 23608284.710227273
81, 2035899.2386363635
82, 24945181.301136363
83, 26314498.397727273
84, 2402357.3323863638
85, 107535799.61931819
86, 4688148.417613637
87, 9903825.056818182
88, 196333466.57386363
89, 6909787.965909091
90, 5655375.3352272725
91, 53982150.17613637
92, 46568707.34090909
93, 3503513.7698863638
94, 21110054.772727273
95, 11071910.528409092
96, 8807298.528409092
97, 4553130.988636363
98, 6781104.892045454
99, 4737328.261363637
100, 41776279.97727273
101, 6731709.488636363
102, 2114317.3323863638
103, 2882109.7755681816
104, 4242512.181818182
105, 23713242.107954547
106, 2357477.090909091
107, 10258473.022727273
108, 2170526.7329545454
109, 1507919.9232954546
110, 3269549.5454545454
111, 1506974.0227272727
112, 3568985.664772727
113, 1516734.4261363635
114, 99999114.8153409
115, 10483744.210227273
116, 2169196.6704545454
117, 4364225.59375
118, 7213215.8125
119, 14192665.991477273
120, 13956619.514204545
121, 49873387.67897727
122, 10194662.372159092
123, 12194912.161931818
124, 2612623.6107954546
125, 10928486.5625
126, 9349914.201704545
127, 36274345.84375
128, 5973242.363636363
129, 6280030.778409091
130, 81472500.98011364
131, 140267191.74147728
132, 8320190.215909091
133, 87440348.97727273
134, 15031953.056818182
135, 1007927.6477272727
136, 4464648.6477272725
137, 3103891.6420454546
138, 1070954154.4801136
139, 5402898.971590909
140, 2023528.2443181819
141, 51385253.30113637
142, 5812846.326704546
143, 1621541.75
144, 2479742.65625
145, 1465457.0539772727
146, 6023236.505681818
147, 5220833.892045454
148, 5707528.159090909
149, 34558556.67329545
150, 1645764.0227272727
151, 25303514.90340909
152, 1476957.9744318181
153, 41270403.69318182
154, 1057913.5710227273
155, 1756142.65625
